12.944,2.7481
13.089,2.7747
13.235,2.8012
13.381,2.8278
13.527,2.8545
13.673,2.8812
13.819,2.9079
13.965,2.9346
14.111,2.9614
14.257,2.9882
14.404,3.0151
14.55,3.0419
14.697,3.0688
14.844,3.0958
14.99,3.1227
15.137,3.1497
15.284,3.1767
15.432,3.2038
15.579,3.2308
15.726,3.2579
15.874,3.285
16.021,3.3122
16.169,3.3393
16.317,3.3665
16.465,3.3937
16.613,3.421
16.761,3.4482
16.909,3.4755
17.058,3.5028
17.206,3.5301
17.355,3.5574
17.504,3.5847
17.653,3.6121
17.802,3.6395
17.951,3.6669
18.1,3.6943
18.249,3.7217
18.399,3.7492
18.549,3.7767
18.698,3.8041
18.848,3.8316
18.998,3.8592
19.148,3.8867
19.299,3.9142
19.449,3.9418
19.6,3.9694
19.751,3.997
19.901,4.0246
20.052,4.0522
20.204,4.0798
20.355,4.1074
20.506,4.1351
20.658,4.1628
20.81,4.1904
20.961,4.2181
21.113,4.2458
21.266,4.2735
21.418,4.3013
21.57,4.329
21.723,4.3567
21.876,4.3845
22.029,4.4123
22.182,4.44
22.335,4.4678
22.488,4.4956
22.642,4.5234
22.796,4.5513
22.949,4.5791
23.104,4.6069
23.258,4.6348
23.412,4.6626
23.567,4.6905
23.721,4.7184
23.876,4.7463
24.031,4.7742
24.186,4.8021
24.342,4.83
24.497,4.8579
24.653,4.8858
24.809,4.9138
24.965,4.9417
25.122,4.9697
25.278,4.9976
25.435,5.0256
25.591,5.0536
25.748,5.0815
25.906,5.1095
26.063,5.1375
26.221,5.1655
26.378,5.1935
26.536,5.2216
26.695,5.2496
26.853,5.2776
27.011,5.3057
27.17,5.3337
27.329,5.3618
27.488,5.3898
27.648,5.4179
27.807,5.446
27.967,5.474
28.127,5.5021
28.287,5.5302
28.448,5.5583
28.608,5.5864
28.769,5.6145
28.93,5.6427
29.091,5.6708
29.253,5.6989
29.414,5.727
29.576,5.7552
29.738,5.7833
29.901,5.8115
30.063,5.8396
30.226,5.8678
30.389,5.896
30.552,5.9241
30.716,5.9523
30.88,5.9805
31.044,6.0087
31.208,6.0369
31.372,6.0651
31.537,6.0933
31.702,6.1215
31.867,6.1497
32.032,6.1779
32.198,6.2062
32.364,6.2344
32.53,6.2626
32.696,6.2909
32.863,6.3191
33.03,6.3474
33.197,6.3756
33.364,6.4039
33.532,6.4321
33.7,6.4604
33.868,6.4887
34.037,6.517
34.205,6.5453
34.374,6.5735
34.544,6.6018
34.713,6.6301
34.883,6.6584
35.053,6.6867
35.223,6.715
35.394,6.7434
35.565,6.7717
35.736,6.8
35.908,6.8283
36.08,6.8567
36.252,6.885
36.424,6.9133
36.597,6.9417
36.77,6.97
36.943,6.9984
37.116,7.0267
37.29,7.0551
37.464,7.0835
37.639,7.1118
37.814,7.1402
37.989,7.1686
38.164,7.197
38.34,7.2254
38.516,7.2538
38.692,7.2821
38.869,7.3105
39.046,7.3389
39.223,7.3674
39.401,7.3958
39.578,7.4242
39.757,7.4526
39.935,7.481
40.114,7.5094
40.294,7.5379
40.473,7.5663
40.653,7.5947
40.833,7.6232
41.014,7.6516
41.195,7.6801
41.376,7.7085
41.558,7.737
41.74,7.7654
41.923,7.7939
42.105,7.8224
42.288,7.8508
42.472,7.8793
42.656,7.9078
42.84,7.9363
43.025,7.9648
43.21,7.9933
43.395,8.0218
43.581,8.0502
43.767,8.0787
43.953,8.1073
44.14,8.1358
44.327,8.1643
44.515,8.1928
44.703,8.2213
44.892,8.2498
45.08,8.2784
45.27,8.3069
45.459,8.3354
45.649,8.364
45.84,8.3925
46.031,8.421
46.222,8.4496
46.414,8.4781
46.606,8.5067
46.798,8.5352
46.991,8.5638
47.185,8.5924
47.379,8.6209
47.573,8.6495
47.768,8.6781
47.963,8.7067
48.158,8.7352
48.355,8.7638
48.551,8.7924
48.748,8.821
48.945,8.8496
49.143,8.8782
49.342,8.9068
