0.23154,0.042194
0.2317,0.042256
0.23185,0.042317
0.232,0.042375
0.23216,0.042433
0.23231,0.042488
0.23247,0.042542
0.23263,0.042595
0.23279,0.042647
0.23295,0.042697
0.23312,0.042745
0.23328,0.042793
0.23345,0.042839
0.23361,0.042884
0.23378,0.042929
0.23395,0.042971
0.23412,0.043013
0.2343,0.043054
0.23447,0.043094
0.23465,0.043133
0.23482,0.043171
0.235,0.043208
0.23518,0.043245
0.23537,0.04328
0.23555,0.043315
0.23573,0.043349
0.23592,0.043382
0.23611,0.043414
0.2363,0.043446
0.23649,0.043477
0.23668,0.043507
0.23688,0.043537
0.23707,0.043566
0.23727,0.043595
0.23747,0.043623
0.23767,0.04365
0.23787,0.043677
0.23808,0.043703
0.23828,0.043728
0.23849,0.043754
0.2387,0.043778
0.23891,0.043803
0.23912,0.043826
0.23934,0.04385
0.23955,0.043872
0.23977,0.043895
0.23999,0.043917
0.24021,0.043938
0.24044,0.043959
0.24066,0.04398
0.24089,0.044001
0.24112,0.044021
0.24135,0.04404
0.24158,0.04406
0.24182,0.044079
0.24205,0.044098
0.24229,0.044116
0.24253,0.044134
0.24277,0.044152
0.24302,0.044169
0.24326,0.044187
0.24351,0.044203
0.24376,0.04422
0.24401,0.044236
0.24426,0.044253
0.24452,0.044268
0.24478,0.044284
0.24504,0.044299
0.2453,0.044315
0.24556,0.04433
0.24583,0.044344
0.24609,0.044359
0.24636,0.044373
0.24663,0.044387
0.24691,0.044401
0.24718,0.044415
0.24746,0.044428
0.24774,0.044442
0.24802,0.044455
0.24831,0.044468
0.24859,0.04448
0.24888,0.044493
0.24917,0.044505
0.24946,0.044518
0.24976,0.04453
0.25005,0.044542
0.25035,0.044554
0.25065,0.044565
0.25096,0.044577
0.25126,0.044588
0.25157,0.044599
0.25188,0.044611
0.25219,0.044622
0.25251,0.044632
0.25282,0.044643
0.25314,0.044654
0.25346,0.044664
0.25379,0.044675
0.25411,0.044685
0.25444,0.044695
0.25477,0.044705
0.2551,0.044715
0.25544,0.044725
0.25578,0.044734
0.25611,0.044744
0.25646,0.044754
0.2568,0.044763
0.25715,0.044772
0.2575,0.044782
0.25785,0.044791
0.2582,0.0448
0.25856,0.044809
0.25892,0.044818
0.25928,0.044827
0.25965,0.044835
0.26001,0.044844
0.26038,0.044853
0.26075,0.044861
0.26113,0.04487
0.26151,0.044878
0.26189,0.044886
0.26227,0.044894
0.26265,0.044903
0.26304,0.044911
0.26343,0.044919
0.26382,0.044927
0.26422,0.044935
0.26462,0.044942
0.26502,0.04495
0.26542,0.044958
0.26583,0.044966
0.26624,0.044973
0.26665,0.044981
0.26706,0.044988
0.26748,0.044996
0.2679,0.045003
0.26832,0.045011
0.26875,0.045018
0.26918,0.045025
0.26961,0.045032
0.27005,0.04504
0.27048,0.045047
0.27092,0.045054
0.27137,0.045061
0.27181,0.045068
0.27226,0.045075
0.27272,0.045082
0.27317,0.045089
0.27363,0.045095
0.27409,0.045102
0.27456,0.045109
0.27502,0.045116
0.27549,0.045122
0.27597,0.045129
0.27645,0.045136
0.27693,0.045142
0.27741,0.045149
0.2779,0.045155
0.27839,0.045162
0.27888,0.045168
0.27938,0.045175
0.27988,0.045181
0.28038,0.045188
0.28088,0.045194
0.28139,0.0452
0.28191,0.045207
0.28242,0.045213
0.28294,0.045219
0.28347,0.045225
0.28399,0.045231
0.28452,0.045238
0.28506,0.045244
0.2856,0.04525
0.28614,0.045256
0.28668,0.045262
0.28723,0.045268
0.28778,0.045274
0.28834,0.04528
0.28889,0.045286
0.28946,0.045292
0.29002,0.045298
0.29059,0.045304
0.29117,0.04531
0.29175,0.045316
0.29233,0.045322
0.29291,0.045328
0.2935,0.045334
0.29409,0.04534
0.29469,0.045345
0.29529,0.045351
0.2959,0.045357
0.29651,0.045363
0.29712,0.045369
0.29774,0.045374
0.29836,0.04538
0.29898,0.045386
0.29961,0.045392
0.30025,0.045397
0.30088,0.045403
0.30153,0.045409
0.30217,0.045414
0.30282,0.04542
0.30348,0.045426
0.30414,0.045431
0.3048,0.045437
0.30547,0.045443
0.30614,0.045448
0.30682,0.045454
0.3075,0.045459
0.30818,0.045465
0.30887,0.045471
0.30957,0.045476
0.31027,0.045482
0.31097,0.045487
0.31168,0.045493
0.3124,0.045498
0.31312,0.045504
0.31384,0.04551
0.31457,0.045515
0.3153,0.045521
0.31604,0.045526
